Age_log,Age,Fare,FarePerPerson,Fare_log,Pclass,FamilySize,SibSp,Parch,IsAlone,Survived
,,16.1,8.05,2.8390784635086144,3,2,1,0,0,1
1.3862943611198906,3.0,15.9,5.3,2.827313621929028,3,3,1,1,0,1
3.7612001156935615,42.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
3.1780538303479458,23.0,9.225,9.225,2.324835701928865,3,1,0,0,1,0
,,35.0,35.0,3.58351893845611,1,1,0,0,1,0
2.772588722239781,15.0,7.2292,2.409733333333333,2.1076888046179385,3,3,1,1,0,0
3.258096538021482,25.0,17.8,8.9,2.933856869835904,3,2,1,0,0,0
,,7.225,7.225,2.107178296651436,3,1,0,0,1,0
3.367295829986474,28.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,0
3.1354942159291497,22.0,55.0,27.5,4.02535169073515,1,2,0,1,0,1
3.6635616461296463,38.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
,,7.8792,7.8792,2.1837114628556327,3,1,0,0,1,1
,,7.8792,7.8792,2.1837114628556327,3,1,0,0,1,1
3.713572066704308,40.0,27.9,4.65,3.3638415951183864,3,6,1,4,0,0
3.4011973816621555,29.0,27.7208,13.8604,3.357621598945279,2,2,1,0,0,0
3.828641396489095,45.0,14.4542,7.2271,2.737880811060884,3,2,0,1,0,0
3.58351893845611,35.0,7.05,7.05,2.0856720914304723,3,1,0,0,1,0
,,15.5,7.75,2.803360380906535,3,2,1,0,0,0
3.4339872044851463,30.0,7.25,7.25,2.110213200346589,3,1,0,0,1,0
4.110873864173311,60.0,75.25,37.625,4.334017415487521,1,2,1,0,0,1
,,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
3.218875824868201,24.0,69.3,69.3,4.252771798816619,1,1,0,0,1,1
3.258096538021482,25.0,55.4417,27.72085,4.0332082470129285,1,2,1,0,0,1
2.9444389791664403,18.0,6.4958,3.2479,2.014342863683701,3,2,1,0,0,0
2.995732273553991,19.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.1354942159291497,22.0,135.6333,135.6333,4.91730069488021,1,1,0,0,1,0
1.3862943611198906,3.0,21.075,4.215,3.0944457464900235,3,5,3,1,0,0
,,82.1708,41.0854,4.420896324687287,1,2,1,0,0,1
3.1354942159291497,22.0,7.25,7.25,2.110213200346589,3,1,0,0,1,1
3.332204510175204,27.0,211.5,70.5,5.358941988364472,1,3,0,2,0,0
3.044522437723423,20.0,4.0125,4.0125,1.6119347926326877,3,1,0,0,1,0
2.995732273553991,19.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
3.7612001156935615,42.0,227.525,227.525,5.4316456135398825,1,1,0,0,1,1
0.6931471805599453,1.0,15.7417,5.247233333333333,2.817902613071225,3,3,0,2,0,1
3.49650756146648,32.0,7.925,7.925,2.188856327665703,3,1,0,0,1,0
3.58351893845611,35.0,52.0,26.0,3.970291913552122,1,2,1,0,0,1
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
2.9444389791664403,18.0,73.5,73.5,4.310799125385514,2,1,0,0,1,0
0.6931471805599453,1.0,46.9,5.8625,3.8691155044168695,3,8,5,2,0,0
3.610917912644224,36.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
,,7.7292,7.7292,2.166673727622708,3,1,0,0,1,0
2.8903717578961645,17.0,12.0,12.0,2.5649493574615367,2,1,0,0,1,1
3.610917912644224,36.0,120.0,30.0,4.795790545596741,1,4,1,2,0,1
3.091042453358316,21.0,7.7958,7.7958,2.174274334826008,3,1,0,0,1,1
3.367295829986474,28.0,7.925,2.6416666666666666,2.188856327665703,3,3,2,0,0,0
3.1780538303479458,23.0,113.275,56.6375,4.738607824217808,1,2,1,0,0,1
3.218875824868201,24.0,16.7,5.566666666666666,2.873564639579784,3,3,0,2,0,1
3.1354942159291497,22.0,7.7958,7.7958,2.174274334826008,3,1,0,0,1,0
3.4657359027997265,31.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
3.8501476017100575,46.0,26.0,26.0,3.295836866004329,2,1,0,0,1,0
3.1780538303479458,23.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.367295829986474,28.0,12.65,12.65,2.613739521630969,2,1,0,0,1,1
3.688879454113936,39.0,7.925,7.925,2.188856327665703,3,1,0,0,1,1
3.295836866004329,26.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.091042453358316,21.0,9.825,4.9125,2.381858273888553,3,2,1,0,0,0
3.367295829986474,28.0,15.85,7.925,2.8243506567983707,3,2,1,0,0,0
3.044522437723423,20.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
3.555348061489413,34.0,21.0,10.5,3.091042453358316,2,2,1,0,0,0
3.951243718581428,51.0,7.75,7.75,2.169053700369523,3,1,0,0,1,0
1.3862943611198906,3.0,18.75,6.25,2.9831534913471307,2,3,1,1,0,1
3.091042453358316,21.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
,,25.4667,5.09334,3.275887339030031,3,5,3,1,0,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,6.8583,6.8583,2.061570298060867,3,1,0,0,1,0
3.5263605246161616,33.0,90.0,45.0,4.51085950651685,1,2,1,0,0,1
,,0.0,0.0,0.0,2,1,0,0,1,0
3.80666248977032,44.0,7.925,7.925,2.188856327665703,3,1,0,0,1,1
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.555348061489413,34.0,32.5,10.833333333333334,3.5115454388310208,2,3,1,1,0,1
2.9444389791664403,18.0,13.0,4.333333333333333,2.6390573296152584,2,3,0,2,0,1
3.4339872044851463,30.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
2.3978952727983707,10.0,24.15,8.049999999999999,3.224857896545748,3,3,0,2,0,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.091042453358316,21.0,7.7333,7.7333,2.167143305297764,3,1,0,0,1,0
3.4011973816621555,29.0,7.875,7.875,2.18323833536148,3,1,0,0,1,0
3.367295829986474,28.0,14.4,4.8,2.734367509419584,3,3,1,1,0,0
2.9444389791664403,18.0,20.2125,6.7375,3.0545906305603445,3,3,1,1,0,0
,,7.25,7.25,2.110213200346589,3,1,0,0,1,0
3.367295829986474,28.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
2.995732273553991,19.0,26.0,26.0,3.295836866004329,2,1,0,0,1,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.49650756146648,32.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,1
3.367295829986474,28.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
,,16.1,8.05,2.8390784635086144,3,2,1,0,0,1
3.7612001156935615,42.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
2.8903717578961645,17.0,7.125,7.125,2.094945728215801,3,1,0,0,1,0
3.9318256327243257,50.0,55.9,27.95,4.041295341132285,1,2,1,0,0,0
2.70805020110221,14.0,120.0,30.0,4.795790545596741,1,4,1,2,0,1
3.091042453358316,21.0,34.375,6.875,3.566005355963401,3,5,2,2,0,0
3.218875824868201,24.0,18.75,3.125,2.9831534913471307,2,6,2,3,0,1
4.174387269895637,64.0,249.00622000000035,41.50103666666673,5.521485797552746,1,6,1,4,0,0
3.4657359027997265,31.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.828641396489095,45.0,26.25,8.75,3.305053521109253,2,3,1,1,0,1
3.044522437723423,20.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,0
3.258096538021482,25.0,7.775,3.8875,2.1719067693519296,3,2,1,0,0,0
3.367295829986474,28.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
,,8.1125,8.1125,2.2096470973347766,3,1,0,0,1,1
1.6094379124341005,4.0,81.8583,27.2861,4.417131919904876,1,3,0,2,0,1
2.6390573296152584,13.0,19.5,9.75,3.0204248861443626,2,2,0,1,0,1
3.555348061489413,34.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
1.791759469228055,5.0,19.2583,4.814575,3.0085645861193133,3,4,2,1,0,1
3.970291913552122,52.0,30.5,30.5,3.449987545831587,1,1,0,0,1,1
3.610917912644224,36.0,27.75,6.9375,3.3586377672433594,2,4,1,2,0,0
,,19.9667,9.98335,3.0429354648621407,3,2,1,0,0,0
3.4339872044851463,30.0,27.75,27.75,3.3586377672433594,1,1,0,0,1,0
3.912023005428146,49.0,89.1042,44.5521,4.500966778400217,1,2,1,0,0,1
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.4011973816621555,29.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,1
4.189654742026425,65.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
,,51.8625,25.93125,3.967694202798607,1,2,1,0,0,1
3.9318256327243257,50.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.8918202981106265,48.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
3.555348061489413,34.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.871201010907891,47.0,38.5,38.5,3.676300671907076,1,1,0,0,1,0
3.8918202981106265,48.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.6635616461296463,38.0,7.05,7.05,2.0856720914304723,3,1,0,0,1,0
,,0.0,0.0,0.0,2,1,0,0,1,0
4.04305126783455,56.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
,,7.725,7.725,2.1661924680884908,3,1,0,0,1,0
0.5596157879354227,0.75,19.2583,4.814575,3.0085645861193133,3,4,2,1,0,1
,,7.25,7.25,2.110213200346589,3,1,0,0,1,0
3.6635616461296463,38.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
3.5263605246161616,33.0,27.75,6.9375,3.3586377672433594,2,4,1,2,0,1
3.1780538303479458,23.0,13.7917,13.7917,2.694066212646058,2,1,0,0,1,1
3.1354942159291497,22.0,9.8375,9.8375,2.38301234210666,3,1,0,0,1,0
,,52.0,52.0,3.970291913552122,1,1,0,0,1,0
3.555348061489413,34.0,21.0,10.5,3.091042453358316,2,2,1,0,0,0
3.4011973816621555,29.0,7.0458,3.5229,2.0851502161468174,3,2,1,0,0,0
3.1354942159291497,22.0,7.5208,7.5208,2.142510233146819,3,1,0,0,1,0
1.0986122886681098,2.0,12.2875,6.14375,2.586823743668066,3,2,0,1,0,1
2.302585092994046,9.0,46.9,5.8625,3.8691155044168695,3,8,5,2,0,0
,,0.0,0.0,0.0,2,1,0,0,1,0
3.9318256327243257,50.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
4.158883083359672,63.0,9.5875,9.5875,2.3596740599781727,3,1,0,0,1,1
3.258096538021482,25.0,91.0792,45.5396,4.5226490762785785,1,2,1,0,0,1
,,25.4667,5.09334,3.275887339030031,3,5,3,1,0,0
3.58351893845611,35.0,90.0,45.0,4.51085950651685,1,2,1,0,0,1
4.07753744390572,58.0,29.7,29.7,3.4242626545931514,1,1,0,0,1,0
3.4339872044851463,30.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
2.302585092994046,9.0,15.9,5.3,2.827313621929028,3,3,1,1,0,1
,,19.9667,9.98335,3.0429354648621407,3,2,1,0,0,0
3.091042453358316,21.0,7.25,7.25,2.110213200346589,3,1,0,0,1,0
4.02535169073515,55.0,30.5,30.5,3.449987545831587,1,1,0,0,1,0
4.202750436065887,65.87,49.5042,49.5042,3.922056501139853,1,1,0,0,1,0
3.091042453358316,21.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,14.4583,14.4583,2.738146075922933,3,1,0,0,1,0
4.007333185232471,54.0,78.2667,39.13335,4.37281811610993,1,2,1,0,0,1
,,15.1,15.1,2.778819271990417,3,1,0,0,1,0
3.258096538021482,25.0,151.55,37.8875,5.027492411162679,1,4,1,2,0,0
3.218875824868201,24.0,7.7958,7.7958,2.174274334826008,3,1,0,0,1,0
2.8903717578961645,17.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
3.091042453358316,21.0,7.75,7.75,2.169053700369523,3,1,0,0,1,0
,,7.6292,7.6292,2.155151800914312,3,1,0,0,1,0
3.6375861597263857,37.0,9.5875,9.5875,2.3596740599781727,3,1,0,0,1,0
2.833213344056216,16.0,86.5,86.5,4.471638793363569,1,1,0,0,1,1
2.9444389791664403,18.0,108.9,54.45,4.699570861409576,1,2,1,0,0,0
3.5263605246161616,33.0,26.0,8.666666666666666,3.295836866004329,2,3,0,2,0,1
,,26.55,26.55,3.316002535598924,1,1,0,0,1,1
3.367295829986474,28.0,22.525,22.525,3.1580636854714434,3,1,0,0,1,0
3.295836866004329,26.0,56.4958,56.4958,4.05171190165724,3,1,0,0,1,1
3.4011973816621555,29.0,7.75,7.75,2.169053700369523,3,1,0,0,1,1
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.610917912644224,36.0,26.2875,26.2875,3.3064287218760624,1,1,0,0,1,1
4.007333185232471,54.0,59.4,29.7,4.100989104940769,1,2,1,0,0,1
3.218875824868201,24.0,7.4958,7.4958,2.139571923732859,3,1,0,0,1,0
3.871201010907891,47.0,34.0208,34.0208,3.555942170685876,1,1,0,0,1,0
3.555348061489413,34.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
,,24.15,24.15,3.224857896545748,3,1,0,0,1,0
3.610917912644224,36.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
3.49650756146648,32.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.4339872044851463,30.0,93.5,93.5,4.548599834499697,1,1,0,0,1,1
3.1354942159291497,22.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,7.225,7.225,2.107178296651436,3,1,0,0,1,0
3.80666248977032,44.0,57.9792,28.9896,4.077184839375167,1,2,0,1,0,1
,,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,0
3.725693427236653,40.5,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.9318256327243257,50.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
,,221.7792,221.7792,5.406181146423973,1,1,0,0,1,0
3.688879454113936,39.0,7.925,7.925,2.188856327665703,3,1,0,0,1,0
3.1780538303479458,23.0,11.5,2.875,2.525728644308256,2,4,2,1,0,0
1.0986122886681098,2.0,26.0,8.666666666666666,3.295836866004329,2,3,1,1,0,1
,,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,0
2.8903717578961645,17.0,7.2292,2.409733333333333,2.1076888046179385,3,3,1,1,0,0
,,22.3583,7.452766666666666,3.1509523813392697,3,3,0,2,0,1
3.4339872044851463,30.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
2.079441541679836,7.0,26.25,8.75,3.305053521109253,2,3,0,2,0,1
3.828641396489095,45.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
3.4339872044851463,30.0,106.425,106.425,4.676792929661059,1,1,0,0,1,1
,,14.5,14.5,2.740840023925201,3,1,0,0,1,0
3.1354942159291497,22.0,49.5,16.5,3.9219733362813134,1,3,0,2,0,1
3.610917912644224,36.0,71.0,23.666666666666668,4.276666119016055,1,3,0,2,0,1
2.302585092994046,9.0,31.275,4.467857142857143,3.4742929367327062,3,7,4,2,0,0
2.4849066497880004,11.0,31.275,4.467857142857143,3.4742929367327062,3,7,4,2,0,0
3.49650756146648,32.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
3.9318256327243257,50.0,106.425,53.2125,4.676792929661059,1,2,1,0,0,0
4.174387269895637,64.0,26.0,26.0,3.295836866004329,1,1,0,0,1,0
2.995732273553991,19.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
,,13.8625,13.8625,2.6988412620169004,2,1,0,0,1,1
3.5263605246161616,33.0,20.525,6.841666666666666,3.0692150503137943,3,3,1,1,0,0
2.19722457733622,8.0,36.75,12.25,3.6309854756950335,2,3,1,1,0,1
2.8903717578961645,17.0,110.8833,36.9611,4.717456363787216,1,3,0,2,0,1
3.332204510175204,27.0,26.0,26.0,3.295836866004329,2,1,0,0,1,0
,,7.8292,7.8292,2.17806441028492,3,1,0,0,1,0
3.1354942159291497,22.0,7.225,7.225,2.107178296651436,3,1,0,0,1,1
3.1354942159291497,22.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,1
4.143134726391533,62.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
3.8918202981106265,48.0,39.6,19.8,3.703768066607687,1,2,1,0,0,1
,,227.525,227.525,5.4316456135398825,1,1,0,0,1,0
3.688879454113936,39.0,79.65,26.55,4.390118804571218,1,3,1,1,0,1
3.610917912644224,36.0,17.4,8.7,2.91235066461494,3,2,1,0,0,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.713572066704308,40.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.367295829986474,28.0,13.5,13.5,2.6741486494265287,2,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.218875824868201,24.0,24.15,8.049999999999999,3.224857896545748,3,3,2,0,0,0
2.995732273553991,19.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.4011973816621555,29.0,21.075,4.215,3.0944457464900235,3,5,0,4,0,0
,,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,0
3.49650756146648,32.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,1
4.143134726391533,62.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
3.9889840465642745,53.0,51.4792,17.15973333333333,3.960416900617205,1,3,2,0,0,1
3.610917912644224,36.0,26.3875,26.3875,3.3100867049215847,1,1,0,0,1,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
2.833213344056216,16.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
2.995732273553991,19.0,14.5,14.5,2.740840023925201,3,1,0,0,1,0
3.555348061489413,34.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
3.688879454113936,39.0,55.9,27.95,4.041295341132285,1,2,1,0,0,1
,,14.4583,7.22915,2.738146075922933,3,2,1,0,0,0
3.49650756146648,32.0,7.925,7.925,2.188856327665703,3,1,0,0,1,1
3.258096538021482,25.0,30.0,10.0,3.4339872044851463,2,3,1,1,0,1
3.688879454113936,39.0,110.8833,36.9611,4.717456363787216,1,3,1,1,0,1
4.007333185232471,54.0,26.0,26.0,3.295836866004329,2,1,0,0,1,0
3.610917912644224,36.0,40.125,40.125,3.716616209085536,1,1,0,0,1,0
,,8.7125,8.7125,2.2734137156937657,3,1,0,0,1,0
2.9444389791664403,18.0,79.65,26.55,4.390118804571218,1,3,0,2,0,1
3.871201010907891,47.0,15.0,15.0,2.772588722239781,2,1,0,0,1,0
4.110873864173311,60.0,79.2,26.4,4.384523514872469,1,3,1,1,0,1
3.1354942159291497,22.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.58351893845611,35.0,7.125,7.125,2.094945728215801,3,1,0,0,1,0
3.970291913552122,52.0,78.2667,39.13335,4.37281811610993,1,2,1,0,0,1
3.871201010907891,47.0,7.25,7.25,2.110213200346589,3,1,0,0,1,0
,,7.75,2.583333333333333,2.169053700369523,3,3,0,2,0,0
3.6375861597263857,37.0,26.0,13.0,3.295836866004329,2,2,1,0,0,0
3.610917912644224,36.0,24.15,8.049999999999999,3.224857896545748,3,3,1,1,0,0
,,33.0,33.0,3.5263605246161616,2,1,0,0,1,1
3.912023005428146,49.0,0.0,0.0,0.0,3,1,0,0,1,0
,,7.225,7.225,2.107178296651436,3,1,0,0,1,0
3.912023005428146,49.0,56.9292,28.4646,4.0592215752427645,1,2,1,0,0,1
3.218875824868201,24.0,27.0,6.75,3.332204510175204,2,4,2,1,0,1
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,42.4,42.4,3.770459441106359,1,1,0,0,1,0
3.80666248977032,44.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.58351893845611,35.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
3.610917912644224,36.0,15.55,7.775,2.806386101823072,3,2,1,0,0,0
3.4339872044851463,30.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.332204510175204,27.0,30.5,30.5,3.449987545831587,1,1,0,0,1,1
3.1354942159291497,22.0,41.5792,10.3948,3.751365871125377,2,4,1,2,0,1
3.713572066704308,40.0,153.4625,153.4625,5.039951348430309,1,1,0,0,1,1
3.688879454113936,39.0,31.275,4.467857142857143,3.4742929367327062,3,7,1,5,0,0
,,7.05,7.05,2.0856720914304723,3,1,0,0,1,0
,,15.5,7.75,2.803360380906535,3,2,1,0,0,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.58351893845611,35.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.218875824868201,24.0,65.0,16.25,4.189654742026425,2,4,1,2,0,1
3.555348061489413,34.0,14.4,4.8,2.734367509419584,3,3,1,1,0,0
3.295836866004329,26.0,16.1,8.05,2.8390784635086144,3,2,1,0,0,0
1.6094379124341005,4.0,39.0,9.75,3.688879454113936,2,4,2,1,0,1
3.295836866004329,26.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.332204510175204,27.0,14.4542,7.2271,2.737880811060884,3,2,1,0,0,0
3.7612001156935615,42.0,52.5542,26.2771,3.980694225190728,1,2,1,0,0,1
3.044522437723423,20.0,15.7417,5.247233333333333,2.817902613071225,3,3,1,1,0,1
3.091042453358316,21.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
3.091042453358316,21.0,16.1,16.1,2.8390784635086144,3,1,0,0,1,0
4.127134385045092,61.0,32.3208,32.3208,3.5061818266142577,1,1,0,0,1,0
4.060443010546419,57.0,12.35,12.35,2.5915163848462583,2,1,0,0,1,0
3.091042453358316,21.0,77.9583,77.9583,4.368919865004903,1,1,0,0,1,1
3.295836866004329,26.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,7.7333,7.7333,2.167143305297764,3,1,0,0,1,0
4.202750436065887,65.87,30.0,30.0,3.4339872044851463,1,1,0,0,1,1
3.951243718581428,51.0,7.0542,7.0542,2.086193694502369,3,1,0,0,1,0
3.49650756146648,32.0,30.5,30.5,3.449987545831587,1,1,0,0,1,1
,,0.0,0.0,0.0,1,1,0,0,1,0
2.302585092994046,9.0,27.9,4.65,3.3638415951183864,3,6,3,2,0,0
3.367295829986474,28.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
3.49650756146648,32.0,7.925,7.925,2.188856327665703,3,1,0,0,1,0
3.4657359027997265,31.0,26.25,8.75,3.305053521109253,2,3,1,1,0,0
3.737669618283368,41.0,39.6875,6.614583333333333,3.705920919968788,3,6,0,5,0,0
,,16.1,8.05,2.8390784635086144,3,2,1,0,0,0
3.044522437723423,20.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
3.218875824868201,24.0,69.3,69.3,4.252771798816619,1,1,0,0,1,1
1.0986122886681098,2.0,27.9,4.65,3.3638415951183864,3,6,3,2,0,0
,,56.4958,56.4958,4.05171190165724,3,1,0,0,1,1
0.5596157879354227,0.75,19.2583,4.814575,3.0085645861193133,3,4,2,1,0,1
3.8918202981106265,48.0,76.7292,38.3646,4.353230991152628,1,2,1,0,0,1
2.995732273553991,19.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
4.04305126783455,56.0,35.5,35.5,3.597312260588446,1,1,0,0,1,1
,,7.55,7.55,2.145931282948669,3,1,0,0,1,0
3.1780538303479458,23.0,7.55,7.55,2.145931282948669,3,1,0,0,1,1
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
2.9444389791664403,18.0,23.0,11.5,3.1780538303479458,2,2,0,1,0,1
3.091042453358316,21.0,8.4333,8.4333,2.244245982405934,3,1,0,0,1,0
,,7.8292,7.8292,2.17806441028492,3,1,0,0,1,1
2.9444389791664403,18.0,6.75,6.75,2.0476928433652555,3,1,0,0,1,0
3.218875824868201,24.0,73.5,24.5,4.310799125385514,2,3,2,0,0,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.49650756146648,32.0,15.5,5.166666666666667,2.803360380906535,3,3,1,1,0,0
3.1780538303479458,23.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
4.07753744390572,58.0,113.275,37.75833333333333,4.738607824217808,1,3,0,2,0,0
3.9318256327243257,50.0,133.65,44.55,4.902678819257608,1,3,2,0,0,1
3.713572066704308,40.0,7.225,7.225,2.107178296651436,3,1,0,0,1,0
3.871201010907891,47.0,25.5875,25.5875,3.280441180526356,1,1,0,0,1,0
3.610917912644224,36.0,7.4958,7.4958,2.139571923732859,3,1,0,0,1,0
3.044522437723423,20.0,7.925,3.9625,2.188856327665703,3,2,1,0,0,1
3.49650756146648,32.0,73.5,24.5,4.310799125385514,2,3,2,0,0,0
3.258096538021482,25.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
,,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
3.784189633918261,43.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,52.0,26.0,3.970291913552122,1,2,1,0,0,1
3.713572066704308,40.0,39.0,13.0,3.688879454113936,2,3,1,1,0,1
3.4657359027997265,31.0,52.0,26.0,3.970291913552122,1,2,1,0,0,0
4.202750436065887,65.87,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.4657359027997265,31.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
,,0.0,0.0,0.0,2,1,0,0,1,0
2.9444389791664403,18.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
3.2386784521643803,24.5,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
2.9444389791664403,18.0,9.8417,9.8417,2.383399810283765,3,1,0,0,1,1
3.784189633918261,43.0,46.9,5.8625,3.8691155044168695,3,8,1,6,0,0
3.610917912644224,36.0,249.00622000000035,124.50311000000018,5.521485797552746,1,2,0,1,0,1
,,8.1375,8.1375,2.212386825075897,3,1,0,0,1,0
3.332204510175204,27.0,76.7292,76.7292,4.353230991152628,1,1,0,0,1,1
3.044522437723423,20.0,9.225,9.225,2.324835701928865,3,1,0,0,1,0
2.70805020110221,14.0,46.9,5.8625,3.8691155044168695,3,8,5,2,0,0
4.110873864173311,60.0,39.0,13.0,3.688879454113936,2,3,1,1,0,0
3.258096538021482,25.0,41.5792,10.3948,3.751365871125377,2,4,1,2,0,0
2.70805020110221,14.0,39.6875,6.614583333333333,3.705920919968788,3,6,4,1,0,0
2.995732273553991,19.0,10.1708,10.1708,2.413303230928308,3,1,0,0,1,0
2.9444389791664403,18.0,7.7958,7.7958,2.174274334826008,3,1,0,0,1,0
2.772588722239781,15.0,211.3375,105.66875,5.35817698994543,1,2,0,1,0,1
3.4657359027997265,31.0,57.0,28.5,4.060443010546419,1,2,1,0,0,1
1.6094379124341005,4.0,13.4167,6.70835,2.668387256845834,3,2,0,1,0,1
,,56.4958,56.4958,4.05171190165724,3,1,0,0,1,1
3.258096538021482,25.0,7.225,7.225,2.107178296651436,3,1,0,0,1,0
4.110873864173311,60.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
3.970291913552122,52.0,13.5,13.5,2.6741486494265287,2,1,0,0,1,0
3.80666248977032,44.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,7.7333,7.7333,2.167143305297764,3,1,0,0,1,1
3.912023005428146,49.0,110.8833,36.9611,4.717456363787216,1,3,1,1,0,0
3.7612001156935615,42.0,7.65,7.65,2.157559320943788,3,1,0,0,1,0
