Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Fare_log,Age_log,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
0,3,28.0,0,0,9.5,1,1,9.5,2.3513752571634776,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,8,2,69.55,11,0,6.322727272727272,4.256321678298823,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,34.0,0,0,6.4958,1,1,6.4958,2.0143428636837015,3.5553480614894135,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,45.5,0,0,7.225,1,1,7.225,2.1071782966514356,3.8394523125933104,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,18.0,0,0,8.05,1,1,8.05,2.2027647577118348,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,2.0,0,1,10.4625,2,0,5.23125,2.4390808375825834,1.0986122886681098,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,32.0,1,0,15.85,2,0,7.925,2.8243506567983707,3.4965075614664802,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,26.0,0,0,18.7875,1,1,18.7875,2.9850504252071306,3.295836866004329,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,16.0,0,0,7.75,1,1,7.75,2.169053700369523,2.833213344056216,True,False,False,True,False,False,True,False,False,False,False,True,False,False
1,1,40.0,0,0,31.0,1,1,31.0,3.4657359027997265,3.713572066704308,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,24.0,0,0,7.05,1,1,7.05,2.0856720914304723,3.2188758248682006,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,35.0,0,0,21.0,1,1,21.0,3.091042453358316,3.58351893845611,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,22.0,0,0,7.25,1,1,7.25,2.1102132003465894,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,30.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,1,0,7.75,2,0,3.875,2.169053700369523,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,1,31.0,1,0,113.275,2,0,56.6375,4.738607824217808,3.4657359027997265,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,3,27.0,0,0,7.925,1,1,7.925,2.188856327665703,3.332204510175204,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,42.0,1,0,27.0,2,0,13.5,3.332204510175204,3.7612001156935624,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,32.0,0,0,76.2917,1,1,76.2917,4.347586575960343,3.4965075614664802,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,30.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,16.0,0,0,8.05,1,1,8.05,2.2027647577118348,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,2,27.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.332204510175204,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,51.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.9512437185814275,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,38.0,1,0,90.0,2,0,45.0,4.51085950651685,3.6635616461296463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,22.0,0,0,9.35,1,1,9.35,2.336986519711378,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,19.0,0,0,10.5,1,1,10.5,2.4423470353692043,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,20.5,0,0,7.25,1,1,7.25,2.1102132003465894,3.068052935133617,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,18.0,0,0,13.0,1,1,13.0,2.6390573296152584,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,3,1,25.4667,5,0,5.0933399999999995,3.275887339030031,,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1,1,35.0,1,0,83.475,2,0,41.7375,4.436455632600354,3.58351893845611,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,29.0,0,0,7.775,1,1,7.775,2.1719067693519296,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,59.0,0,0,13.5,1,1,13.5,2.6741486494265287,4.0943445622221,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,5.0,4,2,31.3875,7,0,4.483928571428572,3.4777725458882283,1.791759469228055,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,24.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.2188758248682006,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.55,1,1,7.55,2.145931282948669,,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,2,44.0,1,0,26.0,2,0,13.0,3.295836866004329,3.8066624897703196,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,8.0,0,2,26.25,3,0,8.75,3.305053521109253,2.1972245773362196,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,19.0,0,0,10.5,1,1,10.5,2.4423470353692043,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,33.0,0,0,12.275,1,1,12.275,2.5858825671280026,3.5263605246161616,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,1,0,14.4542,2,0,7.2271,2.737880811060884,,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,3,,1,0,15.5,2,0,7.75,2.803360380906535,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,2,29.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,22.0,0,0,7.125,1,1,7.125,2.094945728215801,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,30.0,0,0,7.225,1,1,7.225,2.1071782966514356,3.4339872044851463,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,1,44.0,2,0,90.0,3,0,30.0,4.51085950651685,3.8066624897703196,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,3,25.0,0,0,7.775,1,1,7.775,2.1719067693519296,3.258096538021482,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,24.0,0,2,14.5,3,0,4.833333333333333,2.740840023925201,3.2188758248682006,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,37.0,1,1,52.5542,3,0,17.518066666666666,3.9806942251907276,3.6375861597263857,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,54.0,1,0,26.0,2,0,13.0,3.295836866004329,4.007333185232471,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0,3,,0,0,7.25,1,1,7.25,2.1102132003465894,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,29.0,1,1,10.4625,3,0,3.4875000000000003,2.4390808375825834,3.4011973816621555,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,62.0,0,0,26.55,1,1,26.55,3.3160025355989236,4.143134726391533,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0,3,30.0,1,0,16.1,2,0,8.05,2.8390784635086144,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,41.0,0,2,20.2125,3,0,6.7375,3.0545906305603445,3.7376696182833684,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,29.0,0,2,15.2458,3,0,5.081933333333333,2.7878344138303452,3.4011973816621555,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,,0,0,79.2,1,1,79.2,4.384523514872469,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,1,30.0,0,0,86.5,1,1,86.5,4.471638793363569,3.4339872044851463,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,35.0,0,0,249.00622000000035,1,1,249.00622000000035,5.521485797552746,3.58351893845611,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,2,50.0,0,1,26.0,2,0,13.0,3.295836866004329,3.9318256327243257,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,,0,0,7.75,1,1,7.75,2.169053700369523,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,3,3.0,4,2,31.3875,7,0,4.483928571428572,3.4777725458882283,1.3862943611198906,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,1,52.0,1,1,79.65,3,0,26.55,4.390118804571218,3.970291913552122,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,40.0,0,0,0.0,1,1,0.0,0.0,3.713572066704308,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,2,36.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.6109179126442243,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,16.0,4,1,39.6875,6,0,6.614583333333333,3.705920919968788,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,3,25.0,1,0,7.775,2,0,3.8875,2.1719067693519296,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,58.0,0,1,153.4625,2,0,76.73125,5.039951348430309,4.07753744390572,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,35.0,0,0,135.6333,1,1,135.6333,4.91730069488021,3.58351893845611,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,,0,0,31.0,1,1,31.0,3.4657359027997265,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,3,25.0,0,0,0.0,1,1,0.0,0.0,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,41.0,0,1,19.5,2,0,9.75,3.0204248861443626,3.7376696182833684,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,37.0,0,1,29.7,2,0,14.85,3.4242626545931514,3.6375861597263857,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1,1,63.0,1,0,77.9583,2,0,38.97915,4.368919865004903,4.1588830833596715,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0,3,45.0,0,0,7.75,1,1,7.75,2.169053700369523,3.828641396489095,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,,0,0,0.0,1,1,0.0,0.0,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,7.0,4,1,29.125,6,0,4.854166666666667,3.405355391810819,2.0794415416798357,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,3,35.0,1,1,20.25,3,0,6.75,3.056356895370426,3.58351893845611,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,65.0,0,0,7.75,1,1,7.75,2.169053700369523,4.189654742026425,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,3,28.0,0,0,7.8542,1,1,7.8542,2.180891922715322,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,16.0,0,0,9.5,1,1,9.5,2.3513752571634776,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,3,19.0,0,0,8.05,1,1,8.05,2.2027647577118348,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,,0,0,26.0,1,1,26.0,3.295836866004329,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,33.0,0,0,8.6625,1,1,8.6625,2.2682524139135403,3.5263605246161616,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,30.0,0,0,9.5,1,1,9.5,2.3513752571634776,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,22.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,42.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.7612001156935624,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,22.0,0,0,7.75,1,1,7.75,2.169053700369523,3.1354942159291497,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,26.0,0,0,78.85,1,1,78.85,4.380149874661021,3.295836866004329,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,19.0,1,0,91.0792,2,0,45.5396,4.5226490762785785,2.995732273553991,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,2,36.0,0,0,12.875,1,1,12.875,2.630088659632498,3.6109179126442243,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,24.0,0,0,8.85,1,1,8.85,2.2874714551839976,3.2188758248682006,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,24.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.2188758248682006,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,,0,0,27.7208,1,1,27.7208,3.357621598945279,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,23.5,0,0,7.2292,1,1,7.2292,2.1076888046179385,3.1986731175506815,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,1,2.0,1,2,151.55,4,0,37.8875,5.027492411162679,1.0986122886681098,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,,0,0,30.5,1,1,30.5,3.449987545831587,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,50.0,0,1,247.5208,2,0,123.7604,5.515526544247129,3.9318256327243257,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1,3,,2,0,23.25,3,0,7.75,3.188416617383492,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,19.0,0,0,0.0,1,1,0.0,0.0,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,,0,0,12.35,1,1,12.35,2.5915163848462583,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,0.92,1,2,151.55,4,0,37.8875,5.027492411162679,0.6523251860396903,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,1,,0,0,110.8833,1,1,110.8833,4.717456363787216,,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,17.0,1,0,108.9,2,0,54.45,4.699570861409576,2.8903717578961645,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,2,30.0,1,0,24.0,2,0,12.0,3.2188758248682006,3.4339872044851463,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,1,30.0,0,0,56.9292,1,1,56.9292,4.0592215752427645,3.4339872044851463,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,24.0,0,0,83.1583,1,1,83.1583,4.432699549165613,3.2188758248682006,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,18.0,2,2,249.00622000000035,5,0,49.80124400000007,5.521485797552746,2.9444389791664403,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,26.0,1,1,26.0,3,0,8.666666666666666,3.295836866004329,3.295836866004329,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,28.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,43.0,1,1,26.25,3,0,8.75,3.305053521109253,3.784189633918261,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,26.0,0,0,7.8542,1,1,7.8542,2.180891922715322,3.295836866004329,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,24.0,1,0,26.0,2,0,13.0,3.295836866004329,3.2188758248682006,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,54.0,0,0,14.0,1,1,14.0,2.70805020110221,4.007333185232471,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1,1,31.0,0,2,164.8667,3,0,54.95556666666667,5.11118445372147,3.4657359027997265,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,40.0,1,1,134.5,3,0,44.833333333333336,4.908971640319756,3.713572066704308,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,3,22.0,0,0,7.25,1,1,7.25,2.1102132003465894,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,27.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.332204510175204,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,30.0,0,0,12.35,1,1,12.35,2.5915163848462583,3.4339872044851463,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1,2,22.0,1,1,29.0,3,0,9.666666666666666,3.4011973816621555,3.1354942159291497,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,,8,2,69.55,11,0,6.322727272727272,4.256321678298823,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,36.0,0,0,135.6333,1,1,135.6333,4.91730069488021,3.6109179126442243,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,3,61.0,0,0,6.2375,1,1,6.2375,1.9792758428991135,4.127134385045092,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1,2,36.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.6109179126442243,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,31.0,1,1,20.525,3,0,6.841666666666666,3.0692150503137943,3.4657359027997265,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,16.0,0,1,57.9792,2,0,28.9896,4.077184839375167,2.833213344056216,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,3,,2,0,23.25,3,0,7.75,3.188416617383492,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1,45.5,0,0,28.5,1,1,28.5,3.3843902633457743,3.8394523125933104,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,38.0,0,1,153.4625,2,0,76.73125,5.039951348430309,3.6635616461296463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,16.0,2,0,18.0,3,0,6.0,2.9444389791664403,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,1,,1,0,133.65,2,0,66.825,4.902678819257608,,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,29.0,1,0,66.6,2,0,33.3,4.213607983048918,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,41.0,0,0,134.5,1,1,134.5,4.908971640319756,3.7376696182833684,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,3,45.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.828641396489095,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,45.0,0,0,35.5,1,1,35.5,3.597312260588446,3.828641396489095,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,2.0,1,1,26.0,3,0,8.666666666666666,3.295836866004329,1.0986122886681098,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,1,24.0,3,2,249.00622000000035,6,0,41.50103666666673,5.521485797552746,3.2188758248682006,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,28.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,25.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,36.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.6109179126442243,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,24.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.2188758248682006,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,40.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.713572066704308,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,,1,0,16.1,2,0,8.05,2.8390784635086144,,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1,3,3.0,1,1,15.9,3,0,5.3,2.8273136219290276,1.3862943611198906,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,3,42.0,0,0,8.6625,1,1,8.6625,2.2682524139135403,3.7612001156935624,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,23.0,0,0,9.225,1,1,9.225,2.3248357019288655,3.1780538303479458,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,,0,0,35.0,1,1,35.0,3.58351893845611,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,15.0,1,1,7.2292,3,0,2.409733333333333,2.1076888046179385,2.772588722239781,False,True,True,False,False,False,False,True,False,False,False,True,False,False
0,3,25.0,1,0,17.8,2,0,8.9,2.9338568698359038,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.225,1,1,7.225,2.1071782966514356,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,28.0,0,0,9.5,1,1,9.5,2.3513752571634776,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,22.0,0,1,55.0,2,0,27.5,4.02535169073515,3.1354942159291497,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,38.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.6635616461296463,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,,0,0,7.8792,1,1,7.8792,2.1837114628556327,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1,3,,0,0,7.8792,1,1,7.8792,2.1837114628556327,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,40.0,1,4,27.9,6,0,4.6499999999999995,3.3638415951183864,3.713572066704308,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,29.0,1,0,27.7208,2,0,13.8604,3.357621598945279,3.4011973816621555,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,45.0,0,1,14.4542,2,0,7.2271,2.737880811060884,3.828641396489095,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,3,35.0,0,0,7.05,1,1,7.05,2.0856720914304723,3.58351893845611,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,1,0,15.5,2,0,7.75,2.803360380906535,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,30.0,0,0,7.25,1,1,7.25,2.1102132003465894,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,60.0,1,0,75.25,2,0,37.625,4.334017415487521,4.110873864173311,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,,0,0,7.2292,1,1,7.2292,2.1076888046179385,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1,1,24.0,0,0,69.3,1,1,69.3,4.252771798816619,3.2188758248682006,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,1,25.0,1,0,55.4417,2,0,27.72085,4.0332082470129285,3.258096538021482,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,18.0,1,0,6.4958,2,0,3.2479,2.0143428636837015,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,19.0,0,0,8.05,1,1,8.05,2.2027647577118348,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,22.0,0,0,135.6333,1,1,135.6333,4.91730069488021,3.1354942159291497,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,3.0,3,1,21.075,5,0,4.215,3.0944457464900235,1.3862943611198906,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,,1,0,82.1708,2,0,41.0854,4.420896324687287,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,3,22.0,0,0,7.25,1,1,7.25,2.1102132003465894,3.1354942159291497,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,27.0,0,2,211.5,3,0,70.5,5.358941988364472,3.332204510175204,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,20.0,0,0,4.0125,1,1,4.0125,1.6119347926326877,3.044522437723423,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,19.0,0,0,7.775,1,1,7.775,2.1719067693519296,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,42.0,0,0,227.525,1,1,227.525,5.4316456135398825,3.7612001156935624,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,3,1.0,0,2,15.7417,3,0,5.247233333333333,2.817902613071225,0.6931471805599453,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,32.0,0,0,7.925,1,1,7.925,2.188856327665703,3.4965075614664802,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,35.0,1,0,52.0,2,0,26.0,3.970291913552122,3.58351893845611,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,2,18.0,0,0,73.5,1,1,73.5,4.310799125385514,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,1.0,5,2,46.9,8,0,5.8625,3.8691155044168695,0.6931471805599453,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,2,36.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.6109179126442243,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,,0,0,7.7292,1,1,7.7292,2.1666737276227077,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,2,17.0,0,0,12.0,1,1,12.0,2.5649493574615367,2.8903717578961645,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,1,36.0,1,2,120.0,4,0,30.0,4.795790545596741,3.6109179126442243,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,21.0,0,0,7.7958,1,1,7.7958,2.174274334826008,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,28.0,2,0,7.925,3,0,2.6416666666666666,2.188856327665703,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,23.0,1,0,113.275,2,0,56.6375,4.738607824217808,3.1780538303479458,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,3,24.0,0,2,16.7,3,0,5.566666666666666,2.8735646395797834,3.2188758248682006,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,22.0,0,0,7.7958,1,1,7.7958,2.174274334826008,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,31.0,0,0,7.8542,1,1,7.8542,2.180891922715322,3.4657359027997265,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,46.0,0,0,26.0,1,1,26.0,3.295836866004329,3.8501476017100584,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,23.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.1780538303479458,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1,2,28.0,0,0,12.65,1,1,12.65,2.613739521630969,3.367295829986474,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,39.0,0,0,7.925,1,1,7.925,2.188856327665703,3.6888794541139363,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,26.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.295836866004329,False,True,False,False,True,False,False,True,False,False,False,False,True,False
